Format,AiM CSV File,,,,,,,,,,,,,,,,,,,,,,
Venue,SSKC,,,,,,,,,,,,,,,,,,,,,,
Vehicle,143,,,,,,,,,,,,,,,,,,,,,,
Racer,Nicholas Thorne,,,,,,,,,,,,,,,,,,,,,,
Championship,,,,,,,,,,,,,,,,,,,,,,,
Comment,,,,,,,,,,,,,,,,,,,,,,,
Date,"Sunday, June 19, 2022",,,,,,,,,,,,,,,,,,,,,,
Time,3:42 PM,,,,,,,,,,,,,,,,,,,,,,
Sample Rate,20,,,,,,,,,,,,,,,,,,,,,,
Duration,951,,,,,,,,,,,,,,,,,,,,,,
Segment,Session,,,,,,,,,,,,,,,,,,,,,,
Beacon Markers,77.2,149.128,211.432,270.088,328.931,387.629,446.908,515.157,574.434,633.224,692.104,750.726,809.236,868.166,932.807,951,,,,,,,
Segment Times,1:17.200,1:11.928,1:02.304,0:58.656,0:58.843,0:58.698,0:59.279,1:08.249,0:59.277,0:58.790,0:58.880,0:58.622,0:58.510,0:58.930,1:04.641,0:18.193,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Time,GPS Speed,GPS Nsat,GPS LatAcc,GPS LonAcc,GPS Slope,GPS Heading,GPS Gyro,GPS Altitude,GPS PosAccuracy,GPS SpdAccuracy,GPS Radius,GPS Latitude,GPS Longitude,Logger Temperature,Water Temp,AccelerometerX,AccelerometerY,AccelerometerZ,GyroX,GyroY,GyroZ,Int Batt Voltage,RPM
s,km/h, ,g,g,deg,deg,deg/s,m,m,m/s,m,deg,deg,°C,°C,g,g,g,deg/s,deg/s,deg/s,V,rpm
,,,,,,,,,,,,,,,,,,,,,,,
5.350,0.3092,11,0.0000,0.0000,-42.2538,-4.6455,0.0000,587.6047,0.1538,0.1530,10000.0000,50.51940768,-104.49510528,26.2,25.9,-0.10,-0.07,-0.98,-0.6,0.3,-0.1,4.0,3676
5.400,0.3929,11,0.0000,0.0000,-22.9326,25.0399,0.0000,587.3635,0.1440,0.1682,10000.0000,50.51940831,-104.49510619,26.2,26.0,-0.10,-0.07,-0.98,-0.6,0.3,-0.1,4.0,3665
5.450,0.4246,11,0.0000,0.0000,-2.7815,40.5310,0.0000,587.0404,0.1346,0.1800,10000.0000,50.51940804,-104.49510704,26.2,26.0,-0.10,-0.07,-0.98,-0.6,0.3,-0.1,4.0,3666
5.500,0.2719,11,0.0000,0.0000,20.3120,5.6965,0.0000,586.4271,0.1268,0.1800,10000.0000,50.51940455,-104.49510774,26.2,26.0,-0.10,-0.07,-0.98,-0.6,0.3,-0.1,4.0,3656
5.550,0.1720,11,0.0000,0.0000,36.0494,-16.0207,0.0000,585.9577,0.1192,0.1811,10000.0000,50.51940199,-104.49510869,26.2,26.0,-0.10,-0.07,-0.98,-0.6,0.3,-0.1,4.0,3630
5.600,0.2596,11,0.0000,0.0000,25.7060,8.7686,0.0000,585.9985,0.1126,0.1861,10000.0000,50.51940267,-104.49511056,26.2,26.0,-0.10,-0.07,-0.98,-0.6,0.3,-0.1,4.0,3679
5.650,0.3132,11,0.0000,0.0000,20.2203,28.1483,0.0000,585.9482,0.1063,0.1900,10000.0000,50.51940253,-104.49511276,26.2,26.0,-0.11,-0.07,-0.98,-0.6,0.3,-0.1,4.0,3665
5.700,0.2462,11,0.0000,0.0000,31.9574,28.3492,0.0000,585.5751,0.1013,0.1900,10000.0000,50.51939946,-104.49511616,26.2,26.1,-0.11,-0.07,-0.98,-0.6,0.3,-0.1,4.0,3668
5.750,0.2088,11,0.0000,0.0000,39.6733,28.0799,0.0000,585.2267,0.0965,0.1900,10000.0000,50.51939679,-104.49511916,26.2,26.2,-0.11,-0.07,-0.98,-0.6,0.2,-0.0,4.0,3668
5.800,0.2769,11,0.0000,0.0000,33.1323,26.1439,0.0000,584.9656,0.0923,0.1900,10000.0000,50.51939554,-104.49512076,26.2,26.3,-0.11,-0.07,-0.98,-0.6,0.2,-0.0,4.0,3703
5.850,0.3055,16,0.0000,0.0000,30.5041,21.9241,0.0000,584.7571,0.0884,0.1878,10000.0000,50.51939464,-104.49512194,26.3,26.4,-0.11,-0.07,-0.98,-0.6,0.2,-0.0,4.0,3666
5.900,0.1946,16,0.0000,0.0000,41.7490,9.6072,0.0000,584.7346,0.0850,0.1778,10000.0000,50.51939495,-104.49512166,26.3,26.5,-0.10,-0.07,-0.98,-0.6,0.2,-0.0,4.0,3677
5.950,0.1109,16,0.0000,0.0000,49.8348,6.0202,0.0000,584.6956,0.0817,0.1711,10000.0000,50.51939526,-104.49512163,26.3,26.4,-0.10,-0.07,-0.98,-0.6,0.2,-0.0,4.0,3689
6.000,0.1243,16,0.0000,0.0000,46.7205,33.3850,0.0000,584.5980,0.0789,0.1761,10000.0000,50.51939555,-104.49512253,26.3,26.3,-0.10,-0.07,-0.98,-0.6,0.2,-0.0,4.0,3679
6.050,0.1455,16,0.0000,0.0000,42.0286,52.8483,0.0000,584.6004,0.0762,0.1811,10000.0000,50.51939608,-104.49512315,26.3,26.2,-0.10,-0.07,-0.98,-0.6,0.2,-0.1,4.0,3652
6.100,0.1948,16,0.0000,0.0000,31.7434,44.2973,0.0000,584.9575,0.0739,0.1861,10000.0000,50.51939749,-104.49512276,26.3,26.1,-0.10,-0.07,-0.98,-0.6,0.2,-0.1,4.0,3637
6.150,0.2307,16,0.0000,0.0000,22.9967,28.9788,0.0000,585.2505,0.0716,0.1845,10000.0000,50.51939866,-104.49512248,26.3,26.0,-0.10,-0.07,-0.98,-0.6,0.2,-0.1,4.0,3651
6.200,0.2190,16,0.0000,0.0000,19.7045,-10.3335,0.0000,585.3162,0.0696,0.1595,10000.0000,50.51939900,-104.49512258,26.3,25.9,-0.10,-0.07,-0.98,-0.6,0.2,-0.1,4.0,3650
6.250,0.2148,16,0.0000,0.0000,16.0735,-34.7546,0.0000,585.4019,0.0676,0.1455,10000.0000,50.51939944,-104.49512276,26.3,25.8,-0.10,-0.07,-0.98,-0.6,0.2,-0.1,4.0,3654
6.300,0.2371,16,0.0000,0.0000,11.2411,-6.3801,0.0000,585.5587,0.0658,0.1705,10000.0000,50.51940020,-104.49512322,26.3,25.8,-0.10,-0.08,-0.98,-0.6,0.2,-0.1,4.0,3653
6.350,0.2493,16,0.0000,0.0000,8.6994,18.6082,0.0000,585.7126,0.0640,0.1900,10000.0000,50.51940092,-104.49512360,26.3,25.8,-0.10,-0.08,-0.98,-0.6,0.2,-0.1,4.0,3674
6.400,0.2254,16,0.0000,0.0000,14.2790,31.5905,0.0000,585.8562,0.0624,0.1900,10000.0000,50.51940147,-104.49512373,26.3,25.8,-0.10,-0.08,-0.98,-0.7,0.2,-0.1,4.0,3669
6.450,0.2046,16,0.0000,0.0000,17.3593,24.2469,0.0000,585.9577,0.0609,0.1867,10000.0000,50.51940197,-104.49512390,26.3,25.8,-0.10,-0.08,-0.98,-0.7,0.2,-0.1,4.0,3665
6.500,0.1948,16,0.0000,0.0000,11.5781,-55.1611,0.0000,585.9100,0.0595,0.1717,10000.0000,50.51940228,-104.49512418,26.3,25.8,-0.11,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3654
6.550,0.1753,16,0.0000,0.0000,7.5785,-97.3797,0.0000,585.8562,0.0581,0.1611,10000.0000,50.51940250,-104.49512454,26.3,25.8,-0.11,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3661
6.600,0.1221,16,0.0000,0.0000,9.8956,-7.7448,0.0000,585.7808,0.0570,0.1661,10000.0000,50.51940240,-104.49512520,26.3,25.8,-0.11,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3642
6.650,0.0996,16,0.0000,0.0000,11.6500,58.2741,0.0000,585.7602,0.0559,0.1733,10000.0000,50.51940235,-104.49512564,26.3,25.8,-0.11,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3653
6.700,0.1867,16,0.0000,0.0000,11.4088,40.5636,0.0000,585.9337,0.0549,0.1883,10000.0000,50.51940243,-104.49512534,26.3,25.8,-0.11,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3620
6.750,0.2363,16,0.0000,0.0000,12.8850,20.0979,0.0000,586.0590,0.0540,0.1923,10000.0000,50.51940241,-104.49512500,26.3,25.9,-0.10,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3670
6.800,0.1531,16,0.0000,0.0000,20.4503,-10.1363,0.0000,586.0132,0.0530,0.1573,10000.0000,50.51940199,-104.49512454,26.3,25.9,-0.10,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3647
6.850,0.0841,16,0.0000,0.0000,26.2767,-24.5728,0.0000,585.9947,0.0520,0.1333,10000.0000,50.51940168,-104.49512408,26.3,25.9,-0.10,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3661
6.900,0.0654,16,0.0000,0.0000,25.9380,17.0007,0.0000,586.0724,0.0510,0.1483,10000.0000,50.51940175,-104.49512363,26.3,26.0,-0.10,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3638
6.950,0.0666,16,0.0000,0.0000,23.9345,45.4111,0.0000,586.1461,0.0501,0.1633,10000.0000,50.51940182,-104.49512317,26.3,26.0,-0.10,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3630
7.000,0.1381,16,0.0000,0.0000,16.0288,27.1525,0.0000,586.2054,0.0493,0.1783,10000.0000,50.51940188,-104.49512269,26.3,26.0,-0.10,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3629
7.050,0.1765,16,0.0000,0.0000,14.3347,11.4906,0.0000,586.2595,0.0485,0.1889,10000.0000,50.51940193,-104.49512225,26.3,25.9,-0.10,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3623
7.100,0.0976,16,0.0000,0.0000,34.6635,5.0352,0.0000,586.2957,0.0477,0.1839,10000.0000,50.51940196,-104.49512196,26.3,25.9,-0.10,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3635
7.150,0.0417,16,0.0000,0.0000,45.3799,-15.0021,0.0000,586.3381,0.0469,0.1800,10000.0000,50.51940194,-104.49512170,26.3,25.9,-0.10,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3648
7.200,0.0678,16,0.0000,0.0000,22.0161,-83.1937,0.0000,586.4029,0.0462,0.1800,10000.0000,50.51940172,-104.49512155,26.3,25.9,-0.10,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3642
7.250,0.0987,16,0.0000,0.0000,4.6993,-116.2567,0.0000,586.4709,0.0456,0.1800,10000.0000,50.51940148,-104.49512144,26.3,25.9,-0.10,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3660
7.300,0.1464,16,0.0000,0.0000,8.8218,-24.7734,0.0000,586.5503,0.0450,0.1800,10000.0000,50.51940110,-104.49512143,26.3,25.9,-0.10,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3672
7.350,0.1690,16,0.0000,0.0000,12.7844,54.0493,0.0000,586.6132,0.0443,0.1745,10000.0000,50.51940080,-104.49512119,26.3,25.9,-0.10,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3650
7.400,0.1026,16,0.0000,0.0000,16.1803,87.9841,0.0000,586.6174,0.0436,0.1495,10000.0000,50.51940076,-104.49512015,26.3,25.9,-0.11,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3644
7.450,0.0705,16,0.0000,0.0000,17.3679,105.1815,0.0000,586.6276,0.0430,0.1354,10000.0000,50.51940074,-104.49511918,26.3,26.0,-0.11,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3651
7.500,0.1594,16,0.0000,0.0000,10.7266,63.0376,0.0000,586.6587,0.0424,0.1602,10000.0000,50.51940082,-104.49511848,26.3,26.0,-0.11,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3630
7.550,0.2268,16,0.0000,0.0000,6.3747,10.5368,0.0000,586.7040,0.0418,0.1790,10000.0000,50.51940097,-104.49511784,26.3,26.0,-0.11,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3642
7.600,0.2085,16,0.0000,0.0000,11.1802,-83.3915,0.0000,586.8065,0.0414,0.1740,10000.0000,50.51940141,-104.49511737,26.3,25.9,-0.11,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3648
7.650,0.1893,16,0.0000,0.0000,13.3342,-153.6794,0.0000,586.8956,0.0409,0.1700,10000.0000,50.51940178,-104.49511692,26.3,25.9,-0.11,-0.08,-0.98,-0.7,0.2,-0.1,4.0,3667
7.700,0.1666,16,0.0000,0.0000,4.8817,-129.4061,0.0000,586.9309,0.0405,0.1700,10000.0000,50.51940189,-104.49511650,26.3,25.8,-0.11,-0.08,-0.98,-0.7,0.2,-0.1,4.0,3665
7.750,0.1748,16,0.0000,0.0000,-1.6669,-110.4571,0.0000,586.9854,0.0401,0.1710,10000.0000,50.51940204,-104.49511615,26.3,25.8,-0.11,-0.08,-0.98,-0.7,0.2,-0.1,4.0,3662
7.800,0.3066,16,0.0000,0.0000,-0.6001,-112.8055,0.0000,587.1165,0.0398,0.1760,10000.0000,50.51940238,-104.49511602,26.3,25.8,-0.11,-0.08,-0.98,-0.7,0.2,-0.1,4.0,3654
7.850,0.3828,16,0.0000,0.0000,1.8307,-88.4793,0.0000,587.2529,0.0394,0.1780,10000.0000,50.51940274,-104.49511584,26.3,25.7,-0.11,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3632
7.900,0.2365,16,0.0000,0.0000,9.7179,42.5455,0.0000,587.4102,0.0392,0.1680,10000.0000,50.51940322,-104.49511540,26.3,25.7,-0.11,-0.07,-0.98,-0.7,0.2,-0.2,4.0,3654
7.950,0.1416,16,0.0000,0.0000,14.5959,136.3814,0.0000,587.5618,0.0389,0.1650,10000.0000,50.51940361,-104.49511499,26.3,25.7,-0.11,-0.07,-0.97,-0.7,0.2,-0.2,4.0,3669
8.000,0.2527,16,0.0000,0.0000,7.4366,81.4614,0.0000,587.6913,0.0387,0.1900,10000.0000,50.51940369,-104.49511463,26.3,25.7,-0.11,-0.07,-0.97,-0.7,0.2,-0.2,4.0,3652
8.050,0.3204,16,0.0000,0.0000,3.2583,39.5218,0.0000,587.8273,0.0385,0.2090,10000.0000,50.51940377,-104.49511433,26.3,25.8,-0.11,-0.07,-0.97,-0.7,0.2,-0.2,4.0,3641
8.100,0.2145,16,0.0000,0.0000,11.0044,49.5033,0.0000,587.9893,0.0382,0.2040,10000.0000,50.51940391,-104.49511422,26.3,25.8,-0.10,-0.07,-0.97,-0.7,0.2,-0.2,4.0,3667
8.150,0.1298,16,0.0000,0.0000,14.9990,50.5333,0.0000,588.1479,0.0380,0.1970,10000.0000,50.51940405,-104.49511413,26.3,25.9,-0.10,-0.07,-0.97,-0.7,0.2,-0.2,4.0,3669
8.200,0.1298,16,0.0000,0.0000,3.9879,15.7572,0.0000,588.2930,0.0378,0.1820,10000.0000,50.51940416,-104.49511412,26.3,26.1,-0.10,-0.07,-0.97,-0.7,0.2,-0.2,4.0,3657
8.250,0.1276,16,0.0000,0.0000,-3.4232,-20.9858,0.0000,588.4407,0.0376,0.1710,10000.0000,50.51940428,-104.49511409,26.3,26.3,-0.10,-0.07,-0.97,-0.7,0.2,-0.2,4.0,3662
8.300,0.1167,16,0.0000,0.0000,3.5658,-65.5963,0.0000,588.5988,0.0373,0.1760,10000.0000,50.51940439,-104.49511397,26.3,26.5,-0.10,-0.07,-0.97,-0.7,0.2,-0.2,4.0,3675
8.350,0.1125,16,0.0000,0.0000,7.6069,-74.1820,0.0000,588.7490,0.0371,0.1810,10000.0000,50.51940450,-104.49511387,26.3,26.6,-0.10,-0.07,-0.97,-0.7,0.2,-0.2,4.0,3679
8.400,0.1348,16,0.0000,0.0000,-0.1437,61.3314,0.0000,588.8678,0.0369,0.1860,10000.0000,50.51940462,-104.49511377,26.3,26.8,-0.10,-0.07,-0.98,-0.7,0.2,-0.2,4.0,3712
8.450,0.1712,16,0.0000,0.0000,-5.5259,154.2327,0.0000,588.9882,0.0367,0.1920,10000.0000,50.51940473,-104.49511369,26.3,26.8,-0.10,-0.07,-0.98,-0.7,0.2,-0.2,4.0,3716
8.500,0.2637,16,0.0000,0.0000,-1.4342,76.6852,0.0000,589.1147,0.0365,0.2020,10000.0000,50.51940484,-104.49511365,26.3,26.8,-0.09,-0.07,-0.98,-0.7,0.2,-0.2,4.0,3711
8.550,0.3159,16,0.0000,0.0000,3.2478,21.3386,0.0000,589.2409,0.0363,0.2060,10000.0000,50.51940492,-104.49511360,26.3,26.8,-0.09,-0.08,-0.98,-0.7,0.2,-0.2,4.0,3702
8.600,0.2067,16,0.0000,0.0000,10.2905,54.7950,0.0000,589.3658,0.0361,0.1860,10000.0000,50.51940490,-104.49511352,26.3,26.7,-0.09,-0.08,-0.98,-0.7,0.2,-0.2,4.0,3687
8.650,0.1125,16,0.0000,0.0000,16.8996,78.3469,0.0000,589.4871,0.0359,0.1710,10000.0000,50.51940486,-104.49511345,26.3,26.6,-0.09,-0.08,-0.98,-0.7,0.2,-0.2,4.0,3684
8.700,0.0783,16,0.0000,0.0000,21.7741,62.2808,0.0000,589.5936,0.0356,0.1760,10000.0000,50.51940476,-104.49511339,26.3,26.5,-0.09,-0.08,-0.98,-0.7,0.2,-0.1,4.0,3686
8.750,0.0652,16,0.0000,0.0000,23.5834,48.3781,0.0000,589.6892,0.0353,0.1810,10000.0000,50.51940455,-104.49511341,26.3,26.3,-0.09,-0.08,-0.98,-0.7,0.3,-0.1,4.0,3693
8.800,0.1367,16,0.0000,0.0000,13.1316,43.1286,0.0000,589.7418,0.0350,0.1860,10000.0000,50.51940390,-104.49511374,26.3,25.9,-0.09,-0.08,-0.98,-0.7,0.2,-0.1,4.0,3708
8.850,0.1928,16,0.0000,0.0000,4.4956,25.7901,0.0000,589.7850,0.0347,0.1850,10000.0000,50.51940329,-104.49511406,26.3,25.6,-0.09,-0.08,-0.98,-0.7,0.2,-0.1,4.0,3672
8.900,0.1877,16,0.0000,0.0000,3.1228,-39.9041,0.0000,589.7913,0.0344,0.1600,10000.0000,50.51940280,-104.49511432,26.3,25.3,-0.09,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3735
8.950,0.1951,16,0.0000,0.0000,2.0601,-94.7570,0.0000,589.8029,0.0340,0.1420,10000.0000,50.51940235,-104.49511454,26.3,25.1,-0.10,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3703
9.000,0.2528,16,0.0000,0.0000,2.2381,-106.2444,0.0000,589.8361,0.0337,0.1520,10000.0000,50.51940206,-104.49511451,26.3,25.1,-0.10,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3706
9.050,0.2844,16,0.0000,0.0000,1.5080,-86.9167,0.0000,589.8793,0.0335,0.1590,10000.0000,50.51940180,-104.49511452,26.3,25.1,-0.10,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3694
9.100,0.2113,16,0.0000,0.0000,-2.8544,55.6716,0.0000,589.9626,0.0332,0.1540,10000.0000,50.51940166,-104.49511465,26.3,25.2,-0.10,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3718
9.150,0.1714,16,0.0000,0.0000,-4.3076,157.0975,0.0000,590.0243,0.0329,0.1500,10000.0000,50.51940158,-104.49511457,26.3,25.4,-0.10,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3733
9.200,0.2649,16,0.0000,0.0000,5.8760,93.8738,0.0000,589.9993,0.0325,0.1500,10000.0000,50.51940172,-104.49511365,26.3,25.5,-0.10,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3718
9.250,0.3250,16,0.0000,0.0000,12.8031,35.6577,0.0000,589.9737,0.0321,0.1470,10000.0000,50.51940184,-104.49511274,26.3,25.6,-0.10,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3750
9.300,0.2522,16,0.0000,0.0000,6.7044,-2.5281,0.0000,589.9456,0.0318,0.1320,10000.0000,50.51940193,-104.49511189,26.3,25.7,-0.10,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3746
9.350,0.1796,16,0.0000,0.0000,1.0084,-12.7949,0.0000,589.9133,0.0315,0.1220,10000.0000,50.51940206,-104.49511091,26.3,25.8,-0.10,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3734
9.400,0.1081,16,0.0000,0.0000,-3.0764,88.6146,0.0000,589.8642,0.0312,0.1320,10000.0000,50.51940231,-104.49510943,26.3,25.8,-0.10,-0.07,-0.98,-0.7,0.2,-0.1,4.0,3749
9.450,0.0615,16,0.0000,0.0000,-4.8815,150.4193,0.0000,589.7876,0.0309,0.1400,10000.0000,50.51940250,-104.49510799,26.3,25.9,-0.10,-0.07,-0.98,-0.7,0.2,-0.2,4.0,3736
9.500,0.1145,16,0.0000,0.0000,2.4322,53.8048,0.0000,589.6012,0.0305,0.1400,10000.0000,50.51940241,-104.49510672,26.3,25.9,-0.10,-0.07,-0.98,-0.8,0.2,-0.2,4.0,3742
9.550,0.1643,16,0.0000,0.0000,7.4463,-4.2652,0.0000,589.4117,0.0301,0.1420,10000.0000,50.51940233,-104.49510549,26.3,26.0,-0.10,-0.07,-0.98,-0.9,0.2,-0.2,4.0,3736
9.600,0.2011,16,0.0000,0.0000,3.2621,91.8427,0.0000,589.2100,0.0298,0.1520,10000.0000,50.51940227,-104.49510441,26.3,26.0,-0.10,-0.07,-0.98,-0.9,0.2,-0.3,4.0,3714
9.650,0.2444,16,0.0000,0.0000,0.6424,145.6314,0.0000,589.0121,0.0294,0.1560,10000.0000,50.51940220,-104.49510348,26.3,26.0,-0.10,-0.07,-0.98,-1.0,0.2,-0.3,4.0,3736
9.700,0.3135,16,0.0000,0.0000,4.2804,30.1435,0.0000,588.8299,0.0291,0.1360,10000.0000,50.51940206,-104.49510313,26.3,26.0,-0.10,-0.07,-0.98,-1.1,0.2,-0.3,4.0,3711
9.750,0.3527,16,0.0000,0.0000,8.3349,-51.8505,0.0000,588.6472,0.0288,0.1240,10000.0000,50.51940195,-104.49510273,26.3,26.0,-0.10,-0.07,-0.98,-1.1,0.2,-0.3,4.0,3730
9.800,0.2716,16,0.0000,0.0000,14.0550,0.1313,0.0000,588.4626,0.0285,0.1440,10000.0000,50.51940192,-104.49510213,26.3,26.0,-0.09,-0.07,-0.98,-1.1,0.2,-0.3,4.0,3705
9.850,0.2158,16,0.0000,0.0000,17.8727,31.8157,0.0000,588.2752,0.0283,0.1560,10000.0000,50.51940188,-104.49510153,26.3,26.0,-0.09,-0.07,-0.98,-1.0,0.3,-0.3,4.0,3703
9.900,0.2608,16,0.0000,0.0000,14.0801,-17.6893,0.0000,588.0767,0.0280,0.1360,10000.0000,50.51940186,-104.49510097,26.3,26.0,-0.09,-0.07,-0.98,-1.0,0.3,-0.2,4.0,3703
9.950,0.3006,16,0.0000,0.0000,10.5436,-60.3206,0.0000,587.8766,0.0277,0.1200,10000.0000,50.51940186,-104.49510037,26.3,26.1,-0.08,-0.07,-0.98,-0.9,0.3,-0.2,4.0,3704
10.000,0.3191,16,0.0000,0.0000,8.0319,-75.4570,0.0000,587.6704,0.0274,0.1200,10000.0000,50.51940199,-104.49509965,26.3,26.1,-0.08,-0.07,-0.98,-0.8,0.3,-0.2,4.0,3694
10.050,0.3274,16,0.0000,0.0000,5.4480,-85.3609,0.0000,587.4650,0.0271,0.1190,10000.0000,50.51940204,-104.49509905,26.3,26.1,-0.08,-0.07,-0.98,-0.8,0.3,-0.1,4.0,3707
10.100,0.2952,16,0.0000,0.0000,2.5756,-74.3348,0.0000,587.2628,0.0268,0.1140,10000.0000,50.51940177,-104.49509892,26.3,26.2,-0.07,-0.07,-0.98,-0.8,0.3,-0.1,4.0,3712
10.150,0.2696,16,0.0000,0.0000,0.8279,-56.7151,0.0000,587.0756,0.0265,0.1150,10000.0000,50.51940150,-104.49509879,26.3,26.3,-0.07,-0.07,-0.98,-0.8,0.3,-0.1,4.0,3718
10.200,0.2708,16,0.0000,0.0000,3.5792,-12.7206,0.0000,586.9482,0.0263,0.1400,10000.0000,50.51940119,-104.49509863,26.3,26.3,-0.08,-0.07,-0.98,-0.8,0.2,-0.1,4.0,3712
10.250,0.2682,16,0.0000,0.0000,5.4880,6.0920,0.0000,586.8297,0.0261,0.1600,10000.0000,50.51940087,-104.49509849,26.3,26.4,-0.09,-0.07,-0.98,-0.9,0.2,-0.2,4.0,3687
10.300,0.2504,16,0.0000,0.0000,4.0265,-75.8232,0.0000,586.7472,0.0258,0.1600,10000.0000,50.51940050,-104.49509850,26.3,26.4,-0.09,-0.07,-0.98,-1.0,0.2,-0.2,4.0,3732
10.350,0.2273,16,0.0000,0.0000,4.5690,-136.4224,0.0000,586.6734,0.0256,0.1560,10000.0000,50.51940015,-104.49509850,26.3,26.4,-0.10,-0.07,-0.97,-1.1,0.2,-0.3,4.0,3704
10.400,0.1835,16,0.0000,0.0000,13.1272,-111.7574,0.0000,586.6348,0.0253,0.1360,10000.0000,50.51939986,-104.49509850,26.3,26.3,-0.10,-0.07,-0.97,-1.1,0.2,-0.3,4.0,3663
10.450,0.1590,16,0.0000,0.0000,18.5030,-88.4295,0.0000,586.6030,0.0251,0.1190,10000.0000,50.51939962,-104.49509844,26.3,26.3,-0.10,-0.07,-0.98,-1.0,0.3,-0.2,4.0,3681
10.500,0.2121,16,0.0000,0.0000,11.1490,-70.4503,0.0000,586.5982,0.0249,0.1140,10000.0000,50.51939953,-104.49509813,26.3,26.3,-0.10,-0.07,-0.98,-0.9,0.3,-0.2,4.0,3663
10.550,0.2694,16,0.0000,0.0000,5.4817,-57.9092,0.0000,586.6134,0.0247,0.1110,10000.0000,50.51939950,-104.49509781,26.3,26.3,-0.09,-0.07,-0.98,-0.8,0.3,-0.2,4.0,3605
10.600,0.3433,16,0.0000,0.0000,6.5609,-67.1208,0.0000,586.7082,0.0245,0.1160,10000.0000,50.51939974,-104.49509745,26.3,26.4,-0.09,-0.07,-0.99,-0.7,0.3,-0.1,4.0,3628
10.650,0.4056,16,0.0000,0.0000,7.2240,-77.4677,0.0000,586.8022,0.0243,0.1220,10000.0000,50.51939992,-104.49509712,26.3,26.3,-0.08,-0.07,-0.99,-0.7,0.3,-0.1,4.0,3600
10.700,0.4211,16,0.0000,0.0000,6.2230,-92.3557,0.0000,586.8932,0.0242,0.1320,10000.0000,50.51939984,-104.49509696,26.3,26.3,-0.08,-0.07,-0.99,-0.7,0.3,-0.1,4.0,3629
10.750,0.4225,16,0.0000,0.0000,5.9941,-100.0143,0.0000,586.9827,0.0241,0.1380,10000.0000,50.51939978,-104.49509679,26.3,26.3,-0.08,-0.07,-0.99,-0.8,0.3,-0.1,4.0,3606
10.800,0.3678,16,0.0000,0.0000,8.8537,-78.7546,0.0000,587.0668,0.0239,0.1280,10000.0000,50.51939979,-104.49509660,26.2,26.2,-0.07,-0.07,-0.99,-0.8,0.3,-0.2,4.0,3610
10.850,0.3431,16,0.0000,0.0000,10.8608,-62.3558,0.0000,587.1523,0.0238,0.1200,10000.0000,50.51939977,-104.49509643,26.2,26.1,-0.07,-0.07,-0.99,-0.9,0.3,-0.2,4.0,3580
10.900,0.4389,16,0.0000,0.0000,9.4575,-65.4005,0.0000,587.2441,0.0236,0.1200,10000.0000,50.51939969,-104.49509633,26.2,26.1,-0.07,-0.07,-0.99,-1.0,0.2,-0.2,4.0,3622
10.950,0.5108,16,0.0000,0.0000,8.0723,-71.4566,0.0000,587.3378,0.0235,0.1230,10000.0000,50.51939959,-104.49509623,26.2,26.0,-0.08,-0.07,-0.99,-1.1,0.2,-0.3,4.0,3603
11.000,0.4878,16,0.0000,0.0000,6.7593,-89.5582,0.0000,587.4388,0.0234,0.1380,10000.0000,50.51939940,-104.49509608,26.2,26.0,-0.08,-0.07,-0.98,-1.2,0.2,-0.3,4.0,3590
