Format,AiM CSV File,,,,,,,,,,,,,,,,,,,,,,
Venue,SSKC,,,,,,,,,,,,,,,,,,,,,,
Vehicle,143,,,,,,,,,,,,,,,,,,,,,,
Racer,Nicholas Thorne,,,,,,,,,,,,,,,,,,,,,,
Championship,,,,,,,,,,,,,,,,,,,,,,,
Comment,,,,,,,,,,,,,,,,,,,,,,,
Date,"Sunday, June 19, 2022",,,,,,,,,,,,,,,,,,,,,,
Time,3:42 PM,,,,,,,,,,,,,,,,,,,,,,
Sample Rate,20,,,,,,,,,,,,,,,,,,,,,,
Duration,951,,,,,,,,,,,,,,,,,,,,,,
Segment,Session,,,,,,,,,,,,,,,,,,,,,,
Beacon Markers,77.2,149.128,211.432,270.088,328.931,387.629,446.908,515.157,574.434,633.224,692.104,750.726,809.236,868.166,932.807,951,,,,,,,
Segment Times,1:17.200,1:11.928,1:02.304,0:58.656,0:58.843,0:58.698,0:59.279,1:08.249,0:59.277,0:58.790,0:58.880,0:58.622,0:58.510,0:58.930,1:04.641,0:18.193,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Time,GPS Speed,GPS Nsat,GPS LatAcc,GPS LonAcc,GPS Slope,GPS Heading,GPS Gyro,GPS Altitude,GPS PosAccuracy,GPS SpdAccuracy,GPS Radius,GPS Latitude,GPS Longitude,Logger Temperature,Water Temp,AccelerometerX,AccelerometerY,AccelerometerZ,GyroX,GyroY,GyroZ,Int Batt Voltage,RPM
s,km/h, ,g,g,deg,deg,deg/s,m,m,m/s,m,deg,deg,°C,°C,g,g,g,deg/s,deg/s,deg/s,V,rpm
,,,,,,,,,,,,,,,,,,,,,,,
519.400,76.9817,21,0.0490,0.1593,-0.1678,-89.8347,1.2935,588.0771,0.0075,0.1100,947.1636,50.51944508,-104.49432583,27.0,77.7,0.10,0.01,-1.06,-0.3,0.1,0.9,3.9,9100
519.450,77.4258,21,0.0482,0.1541,-0.1487,-89.6281,1.2699,588.0818,0.0075,0.1100,970.3663,50.51944517,-104.49434107,27.0,77.7,0.10,0.02,-1.07,-0.7,0.1,0.9,3.9,9131
519.500,77.8019,21,0.0450,0.1482,-0.1349,-89.4693,1.1814,588.0832,0.0075,0.1100,1048.1433,50.51944526,-104.49435632,27.0,77.7,0.10,0.03,-1.09,-0.7,0.1,0.9,3.9,9168
519.550,77.9061,21,0.0318,0.1401,-0.1425,-89.5022,0.8334,588.0710,0.0075,0.1100,1487.8470,50.51944532,-104.49437166,27.0,77.8,0.10,0.04,-1.10,-0.4,0.1,0.9,3.9,9178
519.600,78.0365,21,0.0161,0.1327,-0.1503,-89.5347,0.4218,588.0603,0.0075,0.1110,2944.4631,50.51944538,-104.49438701,27.0,77.9,0.09,0.05,-1.09,-0.1,0.1,0.9,3.9,9230
519.650,78.2718,21,-0.0095,0.1286,-0.1592,-89.5662,-0.2439,588.0558,0.0075,0.1160,5107.5830,50.51944543,-104.49440240,27.0,78.1,0.07,0.05,-1.09,-0.3,0.2,0.6,3.9,9231
519.700,78.5085,21,-0.0351,0.1259,-0.1636,-89.6154,-0.9075,588.0521,0.0075,0.1210,1376.9326,50.51944547,-104.49441780,27.0,78.4,0.04,0.04,-1.08,-1.5,0.3,-0.2,3.9,9279
519.750,78.7510,21,-0.0606,0.1286,-0.1501,-89.7351,-1.5624,588.0515,0.0075,0.1260,802.1987,50.51944548,-104.49443324,27.0,78.7,0.02,0.02,-1.07,-2.5,0.4,-1.0,3.9,9284
519.800,78.9744,21,-0.0837,0.1308,-0.1408,-89.8741,-2.1546,588.0497,0.0075,0.1310,583.3552,50.51944547,-104.49444870,27.0,79.0,0.02,0.00,-1.06,-2.9,0.4,-1.7,3.9,9340
519.850,79.1214,21,-0.0973,0.1313,-0.1482,-90.0903,-2.4959,588.0430,0.0075,0.1360,504.5196,50.51944540,-104.49446428,27.0,79.1,0.02,-0.03,-1.05,-2.7,0.3,-2.2,3.9,9386
519.900,79.3236,21,-0.1064,0.1315,-0.1528,-90.2927,-2.7255,588.0366,0.0075,0.1400,463.2118,50.51944531,-104.49447989,27.0,79.2,0.01,-0.07,-1.04,-2.1,0.3,-2.4,3.9,9368
519.950,79.7472,21,-0.0982,0.1308,-0.1465,-90.4397,-2.5079,588.0314,0.0076,0.1400,506.0932,50.51944516,-104.49449566,27.0,79.3,0.01,-0.10,-1.04,-1.6,0.3,-2.2,3.9,9442
520.000,80.1297,21,-0.0856,0.1307,-0.1433,-90.5347,-2.1816,588.0259,0.0076,0.1390,584.5800,50.51944502,-104.49451143,27.0,79.3,0.01,-0.13,-1.04,-1.4,0.2,-2.0,3.9,9460
520.050,80.3479,21,-0.0558,0.1332,-0.1519,-90.4215,-1.4205,588.0184,0.0076,0.1340,900.2145,50.51944496,-104.49452723,27.0,79.4,0.00,-0.14,-1.03,-1.3,0.2,-1.6,3.9,9447
520.100,80.5129,21,-0.0255,0.1348,-0.1553,-90.3635,-0.6484,588.0131,0.0076,0.1280,1976.3015,50.51944489,-104.49454302,27.0,79.4,-0.01,-0.14,-1.03,-0.9,0.2,-1.3,3.9,9719
520.150,80.4652,21,0.0068,0.1331,-0.1379,-90.5262,0.1681,588.0156,0.0076,0.1180,7617.5103,50.51944479,-104.49455878,27.1,79.4,-0.02,-0.12,-1.04,-0.1,0.1,-0.8,3.9,9614
520.200,80.5188,21,0.0366,0.1308,-0.1234,-90.5922,0.9185,588.0175,0.0076,0.1090,1395.2352,50.51944472,-104.49457458,27.1,79.2,-0.05,-0.10,-1.04,0.7,0.4,-0.3,3.9,9655
520.250,80.9773,21,0.0561,0.1263,-0.1209,-90.2716,1.4043,588.0163,0.0076,0.1040,917.7599,50.51944473,-104.49459053,27.1,79.2,-0.07,-0.08,-1.04,1.4,0.6,0.3,3.9,9758
520.300,81.3800,21,0.0719,0.1215,-0.1172,-90.0053,1.7986,588.0146,0.0076,0.1010,720.1272,50.51944475,-104.49460650,27.1,79.1,-0.08,-0.05,-1.03,1.5,0.5,0.9,3.9,9627
520.350,81.5594,21,0.0732,0.1158,-0.1084,-89.9560,1.8268,588.0112,0.0076,0.1060,710.5508,50.51944479,-104.49462254,27.1,79.1,-0.08,-0.02,-1.01,1.1,0.5,1.4,3.9,9581
520.400,81.7643,21,0.0710,0.1101,-0.1031,-89.8988,1.7674,588.0079,0.0076,0.1100,736.2740,50.51944482,-104.49463860,27.1,79.1,-0.07,0.01,-1.01,0.4,0.6,1.8,3.9,9629
520.450,82.0712,21,0.0546,0.1047,-0.1113,-89.8099,1.3574,588.0052,0.0075,0.1100,962.2631,50.51944485,-104.49465470,27.1,79.1,-0.06,0.03,-1.01,-0.3,0.8,1.8,3.9,9671
520.500,82.2699,21,0.0366,0.0998,-0.1157,-89.7967,0.9079,588.0021,0.0075,0.1100,1442.1381,50.51944486,-104.49467079,27.1,79.1,-0.03,0.05,-1.01,-0.7,0.7,1.6,3.9,9703
520.550,82.0360,21,0.0121,0.0969,-0.1054,-90.0864,0.3005,587.9970,0.0075,0.1100,4344.8652,50.51944477,-104.49468679,27.1,79.0,-0.01,0.05,-1.02,-0.6,0.5,1.2,3.9,9799
520.600,81.9621,21,-0.0123,0.0936,-0.0904,-90.2553,-0.3005,587.9953,0.0075,0.1110,4340.9590,50.51944472,-104.49470286,27.1,78.9,-0.00,0.03,-1.02,-0.6,0.6,0.8,3.9,9746
520.650,82.5277,21,-0.0357,0.0885,-0.0569,-89.9411,-0.8758,588.0066,0.0075,0.1160,1499.7338,50.51944481,-104.49471917,27.1,78.7,0.00,0.02,-1.04,-0.7,0.9,0.4,3.9,10215
520.700,82.9344,21,-0.0559,0.0847,-0.0392,-89.7533,-1.3732,588.0114,0.0075,0.1200,961.2384,50.51944485,-104.49473545,27.1,78.6,0.01,0.01,-1.05,-1.0,0.9,-0.2,3.9,10163
520.750,82.7050,21,-0.0636,0.0863,-0.0846,-90.0709,-1.5588,587.9902,0.0075,0.1200,844.4267,50.51944473,-104.49475163,27.1,78.5,0.01,-0.01,-1.03,-1.2,0.5,-0.9,3.9,9798
520.800,82.6193,21,-0.0666,0.0902,-0.1128,-90.3537,-1.6304,587.9761,0.0075,0.1200,806.4824,50.51944462,-104.49476785,27.1,78.4,0.01,-0.02,-1.01,-1.4,0.2,-1.6,3.9,9778
520.850,83.1083,21,-0.0510,0.1032,-0.0724,-90.4972,-1.2462,587.9905,0.0075,0.1200,1061.4204,50.51944453,-104.49478424,27.1,78.3,0.00,-0.04,-1.00,-1.2,0.1,-1.9,3.9,9820
520.900,83.5370,21,-0.0344,0.1155,-0.0402,-90.5843,-0.8404,588.0022,0.0075,0.1200,1582.0399,50.51944445,-104.49480064,27.1,78.2,-0.01,-0.05,-1.00,-0.4,0.4,-1.8,3.9,9820
520.950,83.7243,21,-0.0142,0.1249,-0.0413,-90.4461,-0.3486,588.0027,0.0075,0.1200,3822.3547,50.51944437,-104.49481708,27.1,78.2,-0.02,-0.06,-1.01,0.9,0.7,-1.0,3.9,9887
521.000,83.9188,21,0.0042,0.1320,-0.0435,-90.3107,0.0994,588.0014,0.0075,0.1190,10000.0000,50.51944430,-104.49483353,27.1,78.1,-0.03,-0.06,-1.01,2.1,0.8,0.0,3.9,9853
521.050,84.1419,21,0.0155,0.1292,-0.0501,-90.1862,0.3725,587.9927,0.0075,0.1140,3595.2522,50.51944425,-104.49485006,27.1,78.0,-0.03,-0.05,-1.01,2.1,0.8,0.9,3.9,9884
521.100,84.3405,21,0.0261,0.1254,-0.0553,-90.0944,0.6299,587.9848,0.0075,0.1100,2131.1226,50.51944421,-104.49486659,27.0,78.0,-0.03,-0.03,-1.01,1.2,0.7,1.5,3.9,9905
521.150,84.4407,21,0.0343,0.1173,-0.0549,-90.1331,0.8246,587.9800,0.0075,0.1100,1629.8364,50.51944419,-104.49488313,27.0,78.0,-0.03,-0.01,-1.00,0.3,0.5,1.6,3.9,9936
521.200,84.5680,21,0.0405,0.1094,-0.0551,-90.1556,0.9717,587.9762,0.0075,0.1100,1385.1046,50.51944418,-104.49489969,27.0,78.0,-0.03,-0.00,-0.99,-0.4,0.4,1.5,3.9,9936
521.250,84.8041,21,0.0388,0.1020,-0.0579,-90.1134,0.9287,587.9768,0.0075,0.1100,1453.3470,50.51944417,-104.49491636,27.0,78.1,-0.03,0.01,-0.98,-0.8,0.3,1.4,3.9,9980
521.300,85.0374,21,0.0324,0.0949,-0.0562,-90.0768,0.7754,587.9784,0.0075,0.1100,1745.3660,50.51944415,-104.49493305,27.0,78.3,-0.03,0.01,-0.98,-0.9,0.2,1.2,3.9,9994
521.350,85.2600,21,0.0075,0.0889,-0.0366,-90.0622,0.1813,587.9837,0.0075,0.1100,7482.6030,50.51944410,-104.49494984,27.0,78.6,-0.03,0.02,-0.99,-0.9,0.3,1.1,3.9,9997
521.400,85.4267,21,-0.0163,0.0848,-0.0237,-90.0662,-0.3857,587.9859,0.0075,0.1100,3524.6602,50.51944404,-104.49496661,27.0,79.1,-0.03,0.02,-1.01,-1.1,0.5,0.9,3.9,10217
521.450,85.3696,21,-0.0356,0.0883,-0.0370,-90.1452,-0.8449,587.9757,0.0075,0.1100,1608.2065,50.51944401,-104.49498330,27.0,79.7,-0.02,0.01,-1.03,-1.6,0.5,0.5,3.9,10096
521.500,85.3797,21,-0.0500,0.0913,-0.0463,-90.2324,-1.1846,587.9672,0.0075,0.1100,1147.1520,50.51944396,-104.49500002,27.0,80.3,-0.01,0.00,-1.03,-2.2,0.4,-0.1,3.9,10028
521.550,85.6590,21,-0.0442,0.0924,-0.0397,-90.3529,-1.0466,587.9656,0.0075,0.1100,1302.6116,50.51944384,-104.49501688,27.0,80.9,-0.01,-0.01,-1.03,-2.7,0.3,-0.6,3.9,10072
521.600,85.9357,21,-0.0370,0.0900,-0.0346,-90.4450,-0.8748,587.9631,0.0075,0.1100,1563.5020,50.51944373,-104.49503377,27.0,81.2,-0.01,-0.02,-1.03,-2.8,0.2,-1.1,3.9,10071
521.650,86.2019,21,-0.0240,0.0731,-0.0354,-90.4237,-0.5675,587.9568,0.0075,0.1100,2417.5396,50.51944365,-104.49505080,27.0,81.2,-0.01,-0.04,-1.03,-2.4,0.2,-1.2,3.9,10088
521.700,86.3905,21,-0.0110,0.0520,-0.0387,-90.4036,-0.2598,587.9494,0.0075,0.1100,5293.0386,50.51944358,-104.49506779,27.0,81.1,-0.00,-0.05,-1.02,-1.2,0.2,-1.1,3.9,10047
521.750,86.2684,21,0.0021,0.0137,-0.0521,-90.3880,0.0498,587.9370,0.0075,0.1100,10000.0000,50.51944350,-104.49508462,27.0,80.9,-0.00,-0.06,-1.01,0.1,0.1,-0.7,3.9,9997
521.800,86.1542,21,0.0157,-0.0282,-0.0640,-90.3440,0.3678,587.9255,0.0075,0.1110,3727.9390,50.51944344,-104.49510144,27.0,80.5,-0.01,-0.07,-1.01,1.2,-0.1,-0.2,3.9,9996
521.850,86.0719,21,0.0306,-0.0846,-0.0698,-90.1865,0.7197,587.9177,0.0075,0.1160,1903.4003,50.51944346,-104.49511829,27.0,80.1,-0.02,-0.06,-0.99,1.6,-0.3,0.2,3.9,9854
521.900,85.8847,21,0.0454,-0.1430,-0.0768,-90.0578,1.0694,587.9092,0.0075,0.1200,1278.2198,50.51944347,-104.49513508,27.0,79.6,-0.04,-0.04,-0.97,1.6,-0.5,0.7,3.9,9712
521.950,85.2781,21,0.0597,-0.2093,-0.0888,-90.0443,1.4102,587.8983,0.0075,0.1200,962.4383,50.51944344,-104.49515170,27.0,79.3,-0.07,-0.01,-0.95,1.4,-0.6,0.9,3.9,9648
522.000,84.6183,21,0.0756,-0.2741,-0.0958,-90.0175,1.7906,587.8890,0.0075,0.1200,752.1317,50.51944343,-104.49516822,27.0,79.1,-0.10,0.01,-0.93,1.1,-0.6,1.1,3.9,9495
522.050,83.7458,21,0.0977,-0.3324,-0.0826,-89.9375,2.3290,587.8863,0.0075,0.1200,572.2899,50.51944346,-104.49518433,27.0,78.9,-0.14,0.02,-0.91,0.9,-0.6,1.2,3.9,9321
522.100,82.9140,21,0.1244,-0.3847,-0.0754,-89.8376,2.9865,587.8827,0.0075,0.1200,441.8623,50.51944352,-104.49520040,27.0,78.9,-0.20,0.04,-0.89,0.8,-0.5,1.3,3.9,9421
522.150,82.2447,21,0.1701,-0.4126,-0.0919,-89.6584,4.1203,587.8754,0.0075,0.1200,317.6860,50.51944367,-104.49521634,27.0,79.0,-0.26,0.05,-0.88,0.9,-0.2,1.6,3.9,9147
522.200,81.5886,21,0.2214,-0.4357,-0.1093,-89.4369,5.4037,587.8654,0.0075,0.1200,240.3018,50.51944383,-104.49523223,27.0,79.2,-0.32,0.07,-0.88,1.6,0.1,2.2,3.9,9047
522.250,80.9849,21,0.2954,-0.4391,-0.1299,-89.0465,7.2854,587.8448,0.0075,0.1200,176.9167,50.51944406,-104.49524793,27.0,79.4,-0.37,0.10,-0.87,3.1,0.2,3.2,3.9,8840
522.300,80.2922,21,0.3745,-0.4398,-0.1422,-88.5500,9.3078,587.8289,0.0075,0.1200,137.2928,50.51944437,-104.49526353,27.0,79.5,-0.41,0.13,-0.85,5.0,0.1,4.7,3.9,9085
522.350,79.2429,21,0.4734,-0.4299,-0.1214,-87.6289,11.8925,587.8313,0.0075,0.1200,106.0490,50.51944505,-104.49527874,27.0,79.5,-0.45,0.17,-0.82,6.3,0.0,6.5,3.9,8891
522.400,78.3336,21,0.5740,-0.4199,-0.1022,-86.7126,14.5358,587.8331,0.0075,0.1210,85.7688,50.51944578,-104.49529392,27.0,79.5,-0.48,0.24,-0.80,7.1,0.2,8.3,3.9,8667
522.450,77.9845,21,0.6807,-0.4092,-0.0895,-85.8147,17.4133,587.8325,0.0075,0.1260,71.2767,50.51944671,-104.49530899,27.0,79.3,-0.50,0.32,-0.78,8.1,0.4,10.0,3.9,8666
522.500,77.4844,21,0.7844,-0.4015,-0.0822,-84.8845,20.2291,587.8295,0.0075,0.1300,60.9619,50.51944770,-104.49532394,27.0,79.1,-0.50,0.41,-0.77,10.9,0.5,12.3,3.9,8573
522.550,76.3806,21,0.8754,-0.4059,-0.0961,-83.8248,22.7981,587.8170,0.0075,0.1300,53.3217,50.51944897,-104.49533842,27.0,78.9,-0.50,0.50,-0.77,14.7,0.4,15.3,3.9,8609
522.600,75.4110,21,0.9606,-0.4105,-0.1014,-82.6198,25.2334,587.8093,0.0075,0.1300,47.5641,50.51945037,-104.49535284,27.0,78.7,-0.49,0.58,-0.78,18.0,0.4,18.5,3.9,8474
522.650,74.9788,21,1.0225,-0.4158,-0.0722,-80.8336,27.1335,587.8207,0.0075,0.1300,43.9798,50.51945229,-104.49536703,27.0,78.6,-0.48,0.69,-0.79,19.8,0.5,22.0,3.9,8387
522.700,74.4167,21,1.0784,-0.4191,-0.0435,-79.1184,28.8887,587.8303,0.0075,0.1300,40.9979,50.51945428,-104.49538109,27.0,78.5,-0.47,0.78,-0.80,20.2,0.5,24.4,3.9,8184
522.750,73.3354,21,1.1104,-0.4144,-0.0165,-77.6876,30.0648,587.8322,0.0075,0.1300,38.8218,50.51945652,-104.49539460,27.0,78.5,-0.45,0.86,-0.80,20.4,0.3,26.3,3.9,8215
522.800,72.2713,21,1.1397,-0.4105,0.0113,-76.2112,31.1746,587.8358,0.0075,0.1300,36.8965,50.51945886,-104.49540801,27.0,78.4,-0.44,0.93,-0.80,19.3,0.2,27.4,3.9,8179
522.850,71.2759,21,1.1580,-0.4094,0.0420,-74.5525,32.0196,587.8460,0.0075,0.1300,35.4281,50.51946157,-104.49542100,27.0,78.5,-0.44,0.98,-0.81,17.3,0.3,28.0,3.9,8132
522.900,70.4672,21,1.1736,-0.4089,0.0666,-72.9018,32.7925,587.8528,0.0075,0.1290,34.2005,50.51946437,-104.49543394,27.0,78.5,-0.44,1.04,-0.82,14.0,0.6,27.7,3.9,7933
522.950,70.4048,21,1.1782,-0.4107,0.0668,-71.2827,33.2773,587.8461,0.0076,0.1240,33.6724,50.51946748,-104.49544673,27.0,78.6,-0.42,1.09,-0.84,11.8,1.0,27.2,3.9,7611
523.000,70.0703,21,1.1807,-0.4123,0.0685,-69.6937,33.7107,587.8412,0.0076,0.1210,33.0816,50.51947066,-104.49545934,27.0,78.7,-0.40,1.12,-0.86,13.1,0.8,27.4,3.9,7665
523.050,68.6474,21,1.1754,-0.4138,0.0760,-68.2245,33.9385,587.8442,0.0076,0.1260,32.1923,50.51947409,-104.49547126,27.0,78.7,-0.38,1.13,-0.87,16.3,0.3,27.9,3.9,7883
523.100,67.4196,21,1.1748,-0.4131,0.0823,-66.5523,34.3143,587.8461,0.0076,0.1310,31.2702,50.51947766,-104.49548304,27.0,78.8,-0.36,1.13,-0.89,20.2,0.2,28.9,3.9,7799
523.150,66.9718,21,1.1936,-0.4043,0.0838,-64.0676,35.2824,587.8434,0.0076,0.1360,30.2102,50.51948179,-104.49549432,27.0,78.8,-0.34,1.12,-0.91,23.7,0.6,30.4,3.9,7550
523.200,66.4083,21,1.2160,-0.3915,0.0762,-61.8894,36.3651,587.8376,0.0076,0.1400,29.0642,50.51948590,-104.49550547,27.1,78.7,-0.32,1.13,-0.95,26.6,1.2,32.0,3.9,7453
523.250,65.3822,21,1.2528,-0.3630,0.0319,-60.9375,37.9061,587.8193,0.0076,0.1400,27.4518,50.51948991,-104.49551617,27.1,78.7,-0.28,1.12,-0.98,29.4,1.7,33.8,3.9,7628
523.300,64.4663,21,1.2868,-0.3338,-0.0028,-59.5926,39.3603,587.8040,0.0076,0.1430,26.0672,50.51949410,-104.49552669,27.1,78.6,-0.25,1.10,-1.00,27.8,2.1,34.0,3.9,7554
523.350,63.9909,21,1.3093,-0.3017,0.0008,-56.6756,40.4674,587.8000,0.0076,0.1580,25.1671,50.51949895,-104.49553651,27.1,78.5,-0.24,1.10,-1.01,19.9,2.7,32.2,3.9,7424
523.400,63.6021,21,1.3274,-0.2683,-0.0119,-53.9380,41.4294,587.7900,0.0076,0.1690,24.4333,50.51950386,-104.49554626,27.1,78.4,-0.23,1.12,-1.01,8.7,3.3,28.9,3.9,7375
523.450,63.5596,21,1.3279,-0.2302,-0.0902,-51.9180,41.8108,587.7551,0.0076,0.1640,24.1943,50.51950905,-104.49555568,27.1,78.3,-0.22,1.16,-1.01,0.1,3.4,25.8,3.9,7415
523.500,63.3933,21,1.3265,-0.1961,-0.1491,-49.9543,42.1182,587.7280,0.0076,0.1580,23.9549,50.51951428,-104.49556496,27.1,78.3,-0.20,1.19,-1.00,-1.4,2.8,24.6,3.9,7480
523.550,62.7319,21,1.3177,-0.1784,-0.1304,-48.2157,42.1294,587.7322,0.0076,0.1480,23.6986,50.51951968,-104.49557362,27.1,78.3,-0.18,1.21,-0.99,5.0,1.9,25.9,3.9,7408
523.600,62.1476,21,1.3126,-0.1669,-0.1194,-46.3391,42.2531,587.7330,0.0076,0.1380,23.4091,50.51952517,-104.49558213,27.1,78.2,-0.16,1.21,-0.98,16.8,1.1,29.3,3.9,7401
523.650,61.8718,21,1.3223,-0.1809,-0.1392,-43.9105,42.8272,587.7199,0.0076,0.1280,22.9928,50.51953104,-104.49558997,27.1,78.3,-0.14,1.20,-1.00,31.0,0.6,34.0,3.9,7245
523.700,61.5372,21,1.3333,-0.1942,-0.1587,-41.6128,43.4559,587.7053,0.0076,0.1200,22.5377,50.51953692,-104.49559767,27.1,78.3,-0.12,1.17,-1.03,44.2,0.4,38.7,3.9,7355
523.750,60.9679,21,1.3499,-0.2047,-0.1764,-39.8394,44.3026,587.6843,0.0076,0.1200,21.9024,50.51954288,-104.49560482,27.1,78.4,-0.10,1.13,-1.08,53.2,0.8,42.2,3.9,7188
523.800,60.3553,21,1.3674,-0.2115,-0.1806,-37.7660,45.1947,587.6692,0.0076,0.1200,21.2544,50.51954892,-104.49561170,27.1,78.4,-0.09,1.09,-1.13,55.5,1.7,43.6,3.9,7260
523.850,59.5696,21,1.3887,-0.2033,-0.1311,-34.4924,46.2679,587.6778,0.0076,0.1200,20.4911,50.51955533,-104.49561747,27.1,78.5,-0.10,1.06,-1.20,49.5,3.3,42.5,3.9,7074
523.900,58.9225,21,1.4130,-0.1870,-0.0848,-31.5408,47.4425,587.6863,0.0076,0.1200,19.7667,50.51956176,-104.49562316,27.1,78.6,-0.11,1.07,-1.27,36.7,5.4,39.3,3.9,7011
523.950,58.8294,21,1.4489,-0.1384,-0.0515,-29.8770,49.0229,587.6940,0.0076,0.1200,19.0992,50.51956825,-104.49562853,27.1,78.9,-0.12,1.10,-1.33,22.8,7.0,35.7,3.9,7461
524.000,58.8214,21,1.4803,-0.0879,-0.0192,-27.9447,50.4277,587.7019,0.0076,0.1200,18.5646,50.51957485,-104.49563366,27.1,79.2,-0.13,1.13,-1.38,10.3,7.6,32.4,3.9,7320
524.050,59.1533,21,1.4937,-0.0301,0.0088,-24.9383,51.1302,587.7108,0.0076,0.1200,18.4129,50.51958189,-104.49563788,27.1,79.5,-0.13,1.18,-1.38,-2.1,7.9,29.3,3.9,7307
524.100,59.3461,21,1.5033,0.0241,0.0322,-22.0570,51.6737,587.7163,0.0076,0.1200,18.2786,50.51958893,-104.49564191,27.1,79.8,-0.12,1.21,-1.37,-6.8,8.0,28.9,3.9,7520
524.150,58.9823,21,1.4983,0.0641,0.0368,-19.6758,51.5811,587.7086,0.0076,0.1200,18.1992,50.51959594,-104.49564514,27.1,80.0,-0.10,1.24,-1.37,-7.4,7.6,29.8,3.9,7351
524.200,58.7389,21,1.4906,0.1021,0.0322,-17.2500,51.3719,587.6981,0.0076,0.1200,18.1978,50.51960301,-104.49564816,27.1,80.0,-0.07,1.25,-1.37,-6.8,7.0,31.1,3.9,7406
524.250,58.9767,21,1.4723,0.1320,-0.0096,-14.6461,50.6965,587.6761,0.0076,0.1200,18.5150,50.51961032,-104.49565036,27.1,79.9,-0.05,1.26,-1.36,-7.4,6.3,31.7,3.9,7337
524.300,59.2105,21,1.4520,0.1571,-0.0390,-12.0388,49.9338,587.6599,0.0076,0.1210,18.8723,50.51961765,-104.49565237,27.2,79.7,-0.02,1.28,-1.34,-10.1,5.5,31.5,3.9,7319
524.350,59.4283,21,1.4236,0.1631,-0.0194,-9.4179,48.8221,587.6670,0.0076,0.1260,19.3730,50.51962506,-104.49565365,27.2,79.3,0.01,1.31,-1.30,-13.5,4.5,30.4,3.9,7318
524.400,59.6737,21,1.3935,0.1669,-0.0081,-6.8560,47.6500,587.6704,0.0076,0.1300,19.9315,50.51963250,-104.49565475,27.2,79.0,0.03,1.34,-1.25,-15.7,3.3,28.9,3.9,7223
524.450,60.0294,21,1.3565,0.1618,-0.0300,-4.5300,46.2361,587.6594,0.0076,0.1300,20.6634,50.51964005,-104.49565510,27.2,78.6,0.05,1.37,-1.19,-14.7,2.1,27.6,3.9,7250
524.500,60.2921,21,1.3151,0.1581,-0.0489,-2.3945,44.6770,587.6492,0.0076,0.1300,21.4781,50.51964758,-104.49565535,27.2,78.4,0.07,1.38,-1.13,-8.0,0.8,27.7,3.9,7349
524.550,60.1835,21,1.2560,0.1601,-0.0560,-1.0207,42.5369,587.6427,0.0076,0.1300,22.5181,50.51965507,-104.49565524,27.2,78.3,0.08,1.38,-1.09,3.6,-0.5,29.1,3.9,7334
524.600,60.1574,21,1.1989,0.1629,-0.0535,0.5393,40.4697,587.6400,0.0076,0.1300,23.6580,50.51966258,-104.49565492,27.2,78.4,0.09,1.34,-1.06,16.8,-1.4,31.2,3.9,7375
524.650,60.4612,21,1.1503,0.1689,-0.0124,2.8440,38.6947,587.6531,0.0076,0.1300,24.8682,50.51967014,-104.49565376,27.2,78.5,0.09,1.29,-1.05,28.0,-1.6,33.2,3.9,7401
524.700,60.7713,21,1.1045,0.1741,0.0290,5.0501,37.0142,587.6667,0.0076,0.1300,26.1306,50.51967771,-104.49565245,27.2,78.6,0.09,1.24,-1.06,35.1,-1.2,34.5,3.9,7408
524.750,61.1066,21,1.0699,0.1763,0.0715,6.8619,35.7118,587.6818,0.0076,0.1300,27.2331,50.51968532,-104.49565058,27.2,78.7,0.09,1.18,-1.09,37.4,-0.5,34.8,3.9,7414
524.800,61.4553,21,1.0359,0.1796,0.1043,8.6123,34.4345,587.6946,0.0076,0.1310,28.4044,50.51969293,-104.49564858,27.2,78.8,0.08,1.12,-1.11,35.1,0.5,33.8,3.9,7433
524.850,61.8580,21,1.0047,0.1878,0.0984,10.1169,33.2580,587.6981,0.0076,0.1360,29.6019,50.51970053,-104.49564607,27.2,78.8,0.08,1.07,-1.13,28.2,1.5,31.3,3.9,7463
524.900,62.2279,21,0.9745,0.1964,0.0976,11.6281,32.1120,587.7004,0.0076,0.1410,30.8417,50.51970812,-104.49564343,27.2,78.7,0.08,1.03,-1.13,21.6,1.9,28.8,3.9,7503
524.950,62.4670,21,0.9478,0.2066,0.1173,13.1658,31.0876,587.6989,0.0076,0.1460,31.9803,50.51971570,-104.49564027,27.2,78.7,0.09,0.99,-1.13,15.6,2.1,26.2,3.9,7517
525.000,62.7381,21,0.9183,0.2134,0.1341,14.6417,29.9721,587.6974,0.0076,0.1500,33.3146,50.51972328,-104.49563700,27.2,78.6,0.10,0.95,-1.11,11.6,2.0,24.1,3.9,7581
525.050,63.1374,21,0.8775,0.2065,0.1393,15.8708,28.4916,587.6957,0.0076,0.1500,35.2687,50.51973086,-104.49563326,27.2,78.5,0.11,0.91,-1.09,9.3,1.7,22.6,3.9,7552
525.100,63.4565,21,0.8358,0.1989,0.1467,17.1119,26.9914,587.6946,0.0076,0.1500,37.4172,50.51973841,-104.49562942,27.2,78.4,0.12,0.86,-1.06,8.5,1.3,21.6,3.9,7738
525.150,63.4547,21,0.7909,0.1885,0.1628,18.4012,25.4119,587.6957,0.0076,0.1500,39.7418,50.51974582,-104.49562518,27.2,78.4,0.13,0.82,-1.04,7.9,0.9,20.8,3.9,7634
